Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
7/15/2020,"Đường Lê Văn Lương, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,Đã có sổ,3,3 phòng,202 m²,22 m,9 m,"6,39 triệu/m²"
7/15/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,36 m²,9 m,4 m,"63,33 triệu/m²"
7/15/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,10 m,4 m,"75,56 triệu/m²"
7/15/2020,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,38 m²,NaN,NaN,"36,32 triệu/m²"
7/15/2020,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,7,nhiều hơn 10 phòng,80 m²,NaN,4 m,"103,75 triệu/m²"
7/15/2020,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,34 m²,NaN,4 m,"70,59 triệu/m²"
7/15/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,8 m,4 m,"79,33 triệu/m²"
7/15/2020,"Đường Bà Triệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,50 m²,NaN,NaN,144 triệu/m²
7/15/2020,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,NaN,NaN,"73,33 triệu/m²"
7/15/2020,"Đường Đại An, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,9,nhiều hơn 10 phòng,85 m²,17 m,5 m,"198,82 triệu/m²"
7/15/2020,"Đường Lý Thường Kiệt, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,42 m²,NaN,NaN,"107,14 triệu/m²"
7/15/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,34 m²,NaN,NaN,"82,35 triệu/m²"
7/15/2020,"Đường Đa Sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,2 phòng,30 m²,NaN,4 m,"73,33 triệu/m²"
7/15/2020,"Đường Văn Phú, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,5,4 phòng,55 m²,NaN,NaN,"90,91 triệu/m²"
7/15/2020,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,36 m²,NaN,NaN,"38,33 triệu/m²"
7/15/2020,"Đường Phùng Hưng, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,40 m²,10 m,4 m,"96,25 triệu/m²"
7/15/2020,"Đường Ngô Thì Nhậm, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,Nhà phố liền kề,Đã có sổ,NaN,6 phòng,40 m²,NaN,NaN,100 triệu/m²
7/15/2020,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,NaN,"83,03 triệu/m²"
7/15/2020,"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,2,2 phòng,50 m²,NaN,NaN,22 triệu/m²
7/15/2020,"Đường Văn La, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,55 m²,11 m,5 m,"98,18 triệu/m²"
7/15/2020,"Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"50,86 triệu/m²"
7/15/2020,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,42 m²,NaN,NaN,125 triệu/m²
7/15/2020,"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,42 m²,NaN,4 m,"127,38 triệu/m²"
7/15/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,45 m²,NaN,NaN,"111,11 triệu/m²"
7/15/2020,"Đường Hà Cầu, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,6,5 phòng,43 m²,12 m,4 m,"118,6 triệu/m²"
7/15/2020,"Đường Hà Cầu, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,42 m²,11 m,4 m,"121,43 triệu/m²"
7/15/2020,"Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,38 m²,NaN,NaN,"73,68 triệu/m²"
7/15/2020,"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,42 m²,11 m,4 m,"127,38 triệu/m²"
7/15/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,32 m²,9 m,3 m,100 triệu/m²
7/15/2020,"Đường Tây Sơn, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yết Kiêu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,NaN,NaN,"71,05 triệu/m²"
7/15/2020,"Đường Quốc lộ 6, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,37 m²,NaN,NaN,"45,95 triệu/m²"
7/15/2020,"Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,6 phòng,83 m²,NaN,NaN,"101,2 triệu/m²"
7/15/2020,"Đường Ỷ La, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,NaN,"57,81 triệu/m²"
7/15/2020,"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,9 m,4 m,"47,3 triệu/m²"
7/15/2020,"Đường Lê Lợi, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,5,5 phòng,66 m²,NaN,4 m,"256,06 triệu/m²"
7/15/2020,"Đường Hoàng Hoa Thám, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,38 m²,NaN,NaN,"73,95 triệu/m²"
7/15/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,45 m²,NaN,NaN,"55,56 triệu/m²"
7/15/2020,"Tổ 6 Phú Lương - Hà Đông - Hà Nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,37 m²,5 m,8 m,"47,3 triệu/m²"
7/15/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,45 m²,NaN,4 m,"187,78 triệu/m²"
7/15/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,40 m²,NaN,NaN,70 triệu/m²
7/15/2020,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,9 m,3 m,"87,5 triệu/m²"
7/15/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"68,57 triệu/m²"
7/15/2020,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,38 m²,NaN,4 m,"48,68 triệu/m²"
7/15/2020,"Đường Nghĩa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,38 m²,NaN,NaN,"36,32 triệu/m²"
7/15/2020,"đường yên binh, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,40 m²,14 m,3 m,105 triệu/m²
7/15/2020,"Khu đô thị Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,Nhà phố liền kề,Đã có sổ,NaN,2 phòng,70 m²,NaN,NaN,"54,29 triệu/m²"
7/15/2020,"Đường Ngô Thì Nhậm, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,NaN,NaN,4 phòng,50 m²,NaN,4 m,79 triệu/m²
7/15/2020,"Đường Đa Sĩ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,50 m²,NaN,NaN,104 triệu/m²
7/15/2020,"Đường Quang Trung||1869, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2 phòng,56 m²,21 m,5 m,"117,86 triệu/m²"
7/15/2020,"Đường Nghĩa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,40 m²,NaN,NaN,"36,5 triệu/m²"
7/15/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,52 m²,NaN,2 m,125 triệu/m²
7/15/2020,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,45 m²,NaN,4 m,"111,11 triệu/m²"
7/15/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,55 m²,16 m,3 m,"67,27 triệu/m²"
7/15/2020,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,50 m²,13 m,4 m,93 triệu/m²
7/15/2020,"lê lợi, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,40 m²,10 m,4 m,100 triệu/m²
7/14/2020,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,2,1 phòng,23 m²,NaN,3 m,"86,09 triệu/m²"
7/14/2020,"Đường Cầu Đơ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,NaN,"97,5 triệu/m²"
7/14/2020,"Đường Ao Sen, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,42 m²,NaN,4 m,"96,43 triệu/m²"
7/14/2020,"Đường Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,Nhà biệt thự,NaN,NaN,6 phòng,135 m²,22 m,6 m,"102,22 triệu/m²"
7/14/2020,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,4 m,80 triệu/m²
7/14/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,40 m²,NaN,NaN,"67,5 triệu/m²"
7/14/2020,"Đương Lương Ngọc Quyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,50 m²,9 m,5 m,99 triệu/m²
7/14/2020,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,32 m²,8 m,4 m,"73,44 triệu/m²"
7/14/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,Nhà phố liền kề,Đã có sổ,NaN,2 phòng,68 m²,NaN,NaN,"55,74 triệu/m²"
7/14/2020,"Đường Phố Lụa||1855, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,30 m²,NaN,NaN,90 triệu/m²
7/14/2020,"Đường Trần Đăng Ninh, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,40 m²,NaN,NaN,"123,75 triệu/m²"
7/14/2020,"Đường Lý Thường Kiệt, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,40 m²,10 m,4 m,"107,5 triệu/m²"
7/14/2020,"Đường Nhân Huệ, Phường Đồng Mai, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Đồng Mai,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,33 m²,NaN,NaN,"40,91 triệu/m²"
7/14/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
7/14/2020,"Đường Trần Phú, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,64 m²,NaN,NaN,"51,56 triệu/m²"
7/14/2020,"Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,10 m,3 m,"43,71 triệu/m²"
7/14/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,2,3 phòng,80 m²,NaN,NaN,35 triệu/m²
7/14/2020,"Đường Nhân Trạch, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,50 m²,NaN,NaN,107 triệu/m²
7/14/2020,"Đường Phố Lụa, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,30 m²,10 m,3 m,83 triệu/m²
7/14/2020,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,31 m²,9 m,3 m,"70,97 triệu/m²"
7/14/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,1,4 phòng,31 m²,8 m,4 m,"67,74 triệu/m²"
7/14/2020,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,9 m,3 m,"73,44 triệu/m²"
7/14/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,32 m²,9 m,3 m,"74,38 triệu/m²"
7/14/2020,"Đường Lê Văn Lương, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,1 phòng,45 m²,NaN,6 m,"58,89 triệu/m²"
7/14/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,35 m²,NaN,NaN,"64,29 triệu/m²"
7/14/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,NaN,3 m,"68,18 triệu/m²"
7/14/2020,"Đường Nhuệ Giang, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,42 m²,NaN,NaN,"125,95 triệu/m²"
7/14/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,33 m²,NaN,4 m,"93,94 triệu/m²"
7/14/2020,"Đường Nguyễn Thái Học, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,48 m²,NaN,NaN,"143,75 triệu/m²"
7/14/2020,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,53 m²,14 m,14 m,"86,6 triệu/m²"
7/14/2020,"Đường Bia Bà, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,6 phòng,50 m²,NaN,NaN,130 triệu/m²
7/14/2020,"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,41 m²,10 m,4 m,"41,46 triệu/m²"
7/14/2020,"nhân trạch, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,1,1 phòng,36 m²,NaN,5 m,"26,67 triệu/m²"
7/14/2020,"Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5 phòng,55 m²,NaN,NaN,"64,55 triệu/m²"
7/14/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
7/14/2020,"Hà Trì - Bà Triệu Hà Đông, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,NaN,NaN,NaN,3 phòng,36 m²,NaN,NaN,"76,39 triệu/m²"
7/14/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,56 m²,NaN,NaN,"127,68 triệu/m²"
7/14/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,42 m²,NaN,NaN,"164,29 triệu/m²"
7/14/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3 phòng,35 m²,5.5 m,6.3 m,"65,14 triệu/m²"
7/14/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,35 m²,NaN,NaN,"85,71 triệu/m²"
7/14/2020,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,9.7 m,3.7 m,"84,85 triệu/m²"
7/14/2020,"KĐT Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4 phòng,50 m²,10 m,5 m,136 triệu/m²
7/14/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8 phòng,78 m²,NaN,5 m,"192,31 triệu/m²"
7/14/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,45 m²,NaN,NaN,140 triệu/m²
7/14/2020,"Đường Tố Hữu, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,Nhà phố liền kề,Đã có sổ,4,4 phòng,83 m²,NaN,5 m,"81,93 triệu/m²"
7/14/2020,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,6 phòng,45 m²,12 m,4 m,"61,78 triệu/m²"
7/14/2020,"Đường Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,52 m²,NaN,NaN,"105,77 triệu/m²"
7/14/2020,"Đường Bạch Thái Bưởi, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,5,6 phòng,38 m²,9 m,4 m,"101,32 triệu/m²"
7/14/2020,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,NaN,NaN,"59,38 triệu/m²"
7/14/2020,"68, Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,31 m²,8 m,4 m,"57,74 triệu/m²"
7/14/2020,"21, Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đang chờ sổ,NaN,2 phòng,86 m²,17 m,5 m,12 triệu/m²
7/14/2020,"Đường Trần Phú, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,50 m²,NaN,NaN,"87,6 triệu/m²"
7/14/2020,"NGÔ ĐÌNH MẪN, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,42 m²,NaN,NaN,"51,19 triệu/m²"
7/14/2020,"20, Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,41 m²,NaN,NaN,"48,78 triệu/m²"
7/14/2020,"Đường Trần Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,38 m²,NaN,NaN,"110,53 triệu/m²"
